4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
       10    0.000    0.000    0.001    0.000 frame.py:1966(_getitem_column)
        1    0.000    0.000    0.000    0.000 window.py:1570(EWM)
       20    0.000    0.000    0.000    0.000 config.py:500(getgroup)
        1    0.000    0.000    0.067    0.067 type_check.py:3(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2827(Milli)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       22    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
        1    0.000    0.000    0.000    0.000 offsets.py:2822(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2837(Nano)
        1    0.000    0.000    0.002    0.002 datetimelike.py:3(<module>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:793(validate_cycler)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
        1    0.000    0.000    0.002    0.002 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      155    0.000    0.000    0.000    0.000 rcsetup.py:57(func)
       86    0.000    0.000    0.000    0.000 rcsetup.py:159(validate_float)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       12    0.000    0.000    0.000    0.000 printing.py:157(pprint_thing)
        1    0.000    0.000    0.000    0.000 offsets.py:2832(Micro)
       10    0.000    0.000    0.000    0.000 internals.py:214(make_block_same_class)
       10    0.000    0.000    0.000    0.000 common.py:122(_expand_user)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
      159    0.000    0.000    0.000    0.000 expr.py:197(_node_not_implemented)
       10    0.000    0.000    0.000    0.000 parsers.py:1573(_do_date_conversions)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        1    0.000    0.000    0.012    0.012 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:11(<module>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:73(_listify_validator)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
       18    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        6    0.000    0.000    0.000    0.000 groupby.py:1136(groupby_function)
       20    0.000    0.000    0.000    0.000 rcsetup.py:348(validate_color_for_prop_cycle)
       12    0.000    0.000    0.001    0.000 pyparsing.py:3837(parseImpl)
       28    0.000    0.000    0.000    0.000 os.py:734(encodekey)
       11    0.000    0.000    0.000    0.000 nanops.py:44(__init__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
        1    0.000    0.000    0.001    0.001 interval.py:1(<module>)
       60    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:15(<module>)
       31    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       12    0.000    0.000    0.000    0.000 printing.py:186(as_escaped_unicode)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       50    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       12    0.000    0.000    0.001    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        6    0.000    0.000    0.035    0.006 __init__.py:35(load_module)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 common.py:19(<listcomp>)
        1    0.000    0.000    0.347    0.347 api.py:1(<module>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ticker.py:169(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
        1    0.000    0.000    0.000    0.000 pytables.py:1(<module>)
        1    0.000    0.000    0.001    0.001 json.py:2(<module>)
       13    0.000    0.000    0.000    0.000 ntpath.py:308(expanduser)
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       12    0.000    0.000    0.000    0.000 ops.py:1249(_flex_comp_method_FRAME)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4716(<lambda>)
       45    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       72    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.007    0.007 utils.py:5(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       10    0.000    0.000    0.000    0.000 common.py:609(is_datetimelike)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:500(win32_ver)
       14    0.000    0.000    0.000    0.000 expr.py:150(_filter_nodes)
        1    0.000    0.000    0.000    0.000 capture.py:4(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
       26    0.000    0.000    0.000    0.000 core.py:6493(__init__)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
       48    0.000    0.000    0.001    0.000 pluggy.py:336(_hookexec)
        1    0.000    0.000    0.008    0.008 junitxml.py:10(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method winreg.EnumKey}
       12    0.000    0.000    0.004    0.000 pyparsing.py:4210(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:248(Float64Index)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
      115    0.000    0.000    0.000    0.000 expr.py:157(<lambda>)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:2302(normalize_path)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
       10    0.000    0.000    0.000    0.000 base.py:1540(<lambda>)
       20    0.000    0.000    0.000    0.000 base.py:2435(get_loc)
        6    0.000    0.000    0.004    0.001 ops.py:239(add_flex_arithmetic_methods)
        2    0.000    0.000    0.003    0.002 pywintypes.py:3(__import_pywin32_system_module__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetimes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:919(_open_file_or_url)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
      168    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        6    0.000    0.000    0.000    0.000 core.py:1174(__init__)
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        1    0.000    0.000    0.000    0.000 datetimelike.py:125(DatetimeIndexOpsMixin)
       12    0.000    0.000    0.001    0.000 pyparsing.py:3981(parseImpl)
       19    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.006    0.006 parser.py:29(<module>)
       16    0.000    0.000    0.000    0.000 dtypes.py:145(construct_from_string)
       11    0.000    0.000    0.000    0.000 series.py:320(name)
       10    0.000    0.000    0.000    0.000 parsers.py:1330(_make_index)
       10    0.000    0.000    0.000    0.000 parsers.py:2949(_process_date_conversion)
       10    0.000    0.000    0.000    0.000 fixtures.py:842(fixture)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.000    0.000 array.py:162(SparseArray)
        9    0.000    0.000    0.000    0.000 moments.py:674(_expanding_func)
       25    0.000    0.000    0.000    0.000 config.py:420(consider_module)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
       60    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
      104    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       28    0.000    0.000    0.000    0.000 nanops.py:46(<genexpr>)
       10    0.000    0.000    0.001    0.000 parsers.py:1680(close)
        1    0.000    0.000    0.001    0.001 mark.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       31    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        7    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
       10    0.000    0.000    0.000    0.000 generic.py:258(set_axis)
       10    0.000    0.000    0.000    0.000 series.py:1049(__iter__)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
      104    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        5    0.000    0.000    0.000    0.000 base.py:3914(_add_numeric_methods_unary)
       10    0.000    0.000    0.000    0.000 generic.py:1654(_set_as_cached)
       10    0.000    0.000    0.000    0.000 common.py:148(_stringify_path)
        1    0.000    0.000    0.016    0.016 fontconfig_pattern.py:7(<module>)
       10    0.000    0.000    0.004    0.000 pyparsing.py:4229(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:73(html)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.001    0.001 local.py:3(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.013    0.013 specifiers.py:4(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
        7    0.000    0.000    0.002    0.000 pyparsing.py:1586(parseString)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
      101    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 window.py:357(Window)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3917(parseImpl)
       44    0.000    0.000    0.000    0.000 colors.py:162(<genexpr>)
        1    0.000    0.000    0.000    0.000 frame.py:36(SparseDataFrame)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
       11    0.000    0.000    0.000    0.000 re.py:324(_subx)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
      104    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:264(SelectionMixin)
        1    0.000    0.000    0.009    0.009 cpuinfo.py:24(<module>)
       65    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        9    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
      104    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      104    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        6    0.000    0.000    0.002    0.000 config.py:762(is_instance_factory)
       18    0.000    0.000    0.040    0.002 __init__.py:1995(_by_version_descending)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3535(__str__)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
